run_number,dependency,repository,commit_sha,workflow_id,workflow_conclusion,failure_type,stage,validation_status,matched_pattern,log_file,metadata_file,timestamp
107108441185,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108441185.log,metadata/F3/107108441185.json,2026-09-23T08:43:36Z
107108441224,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441224.log,metadata/F3/107108441224.json,2026-09-23T08:43:40Z
107108441144,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441144.log,metadata/F3/107108441144.json,2026-09-23T08:44:00Z
107108441157,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441157.log,metadata/F3/107108441157.json,2026-09-23T08:43:43Z
107108441132,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108441132.log,metadata/F3/107108441132.json,2026-09-23T08:43:48Z
107108441159,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441159.log,metadata/F3/107108441159.json,2026-09-23T08:43:47Z
107108441220,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441220.log,metadata/F3/107108441220.json,2026-09-23T08:43:35Z
107108441198,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441198.log,metadata/F3/107108441198.json,2026-09-23T08:43:45Z
107108441070,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441070.log,metadata/F3/107108441070.json,2026-09-23T08:43:37Z
107108441105,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441105.log,metadata/F3/107108441105.json,2026-09-23T08:43:52Z
107108441146,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108441146.log,metadata/F3/107108441146.json,2026-09-23T08:43:34Z
107108441219,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441219.log,metadata/F3/107108441219.json,2026-09-23T08:43:55Z
107108441177,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441177.log,metadata/F3/107108441177.json,2026-09-23T08:43:37Z
107108441246,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441246.log,metadata/F3/107108441246.json,2026-09-23T08:43:39Z
107108441242,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441242.log,metadata/F3/107108441242.json,2026-09-23T08:44:12Z
107108441252,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441252.log,metadata/F3/107108441252.json,2026-09-23T08:43:54Z
107108441249,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441249.log,metadata/F3/107108441249.json,2026-09-23T08:44:04Z
107108441267,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441267.log,metadata/F3/107108441267.json,2026-09-23T08:44:03Z
107108441236,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441236.log,metadata/F3/107108441236.json,2026-09-23T08:44:17Z
107108441280,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441280.log,metadata/F3/107108441280.json,2026-09-23T08:43:37Z
107108441275,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441275.log,metadata/F3/107108441275.json,2026-09-23T08:43:37Z
107108441337,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441337.log,metadata/F3/107108441337.json,2026-09-23T08:43:49Z
107108441273,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441273.log,metadata/F3/107108441273.json,2026-09-23T08:43:43Z
107108441278,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441278.log,metadata/F3/107108441278.json,2026-09-23T08:44:08Z
107108441427,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441427.log,metadata/F3/107108441427.json,2026-09-23T08:44:05Z
107108441542,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441542.log,metadata/F3/107108441542.json,2026-09-23T08:44:01Z
107108441381,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441381.log,metadata/F3/107108441381.json,2026-09-23T08:44:04Z
107108441294,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441294.log,metadata/F3/107108441294.json,2026-09-23T08:44:00Z
107108441255,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441255.log,metadata/F3/107108441255.json,2026-09-23T08:43:54Z
107108441413,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108441413.log,metadata/F3/107108441413.json,2026-09-23T08:44:09Z
107108441346,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441346.log,metadata/F3/107108441346.json,2026-09-23T08:44:02Z
107108441298,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108441298.log,metadata/F3/107108441298.json,2026-09-23T08:44:08Z
107108441301,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441301.log,metadata/F3/107108441301.json,2026-09-23T08:43:49Z
107108441288,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108441288.log,metadata/F3/107108441288.json,2026-09-23T08:44:06Z
107108441372,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108441372.log,metadata/F3/107108441372.json,2026-09-23T08:44:06Z
107108441320,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441320.log,metadata/F3/107108441320.json,2026-09-23T08:43:55Z
107108441340,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108441340.log,metadata/F3/107108441340.json,2026-09-23T08:43:51Z
107108441274,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108441274.log,metadata/F3/107108441274.json,2026-09-23T08:44:06Z
107108441325,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108441325.log,metadata/F3/107108441325.json,2026-09-23T08:44:06Z
107108441315,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441315.log,metadata/F3/107108441315.json,2026-09-23T08:44:09Z
107108441364,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108441364.log,metadata/F3/107108441364.json,2026-09-23T08:43:45Z
107108441367,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108441367.log,metadata/F3/107108441367.json,2026-09-23T08:43:55Z
107108441256,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441256.log,metadata/F3/107108441256.json,2026-09-23T08:43:45Z
107108441394,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108441394.log,metadata/F3/107108441394.json,2026-09-23T08:43:53Z
107108441486,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108441486.log,metadata/F3/107108441486.json,2026-09-23T08:43:55Z
107108444940,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108444940.log,metadata/F3/107108444940.json,2026-09-23T08:44:12Z
107108444880,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108444880.log,metadata/F3/107108444880.json,2026-09-23T08:44:38Z
107108444945,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108444945.log,metadata/F3/107108444945.json,2026-09-23T08:44:34Z
107108444932,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108444932.log,metadata/F3/107108444932.json,2026-09-23T08:44:17Z
107108444928,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108444928.log,metadata/F3/107108444928.json,2026-09-23T08:44:16Z
107108444884,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108444884.log,metadata/F3/107108444884.json,2026-09-23T08:44:36Z
107108444914,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108444914.log,metadata/F3/107108444914.json,2026-09-23T08:44:41Z
107108444953,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108444953.log,metadata/F3/107108444953.json,2026-09-23T08:44:49Z
107108444968,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108444968.log,metadata/F3/107108444968.json,2026-09-23T08:44:51Z
107108445011,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445011.log,metadata/F3/107108445011.json,2026-09-23T08:44:35Z
107108444982,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108444982.log,metadata/F3/107108444982.json,2026-09-23T08:44:41Z
107108445009,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108445009.log,metadata/F3/107108445009.json,2026-09-23T08:44:25Z
107108445046,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445046.log,metadata/F3/107108445046.json,2026-09-23T08:44:28Z
107108445045,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108445045.log,metadata/F3/107108445045.json,2026-09-23T08:44:28Z
107108444979,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108444979.log,metadata/F3/107108444979.json,2026-09-23T08:44:30Z
107108445057,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445057.log,metadata/F3/107108445057.json,2026-09-23T08:44:25Z
107108445041,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108445041.log,metadata/F3/107108445041.json,2026-09-23T08:44:31Z
107108445055,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108445055.log,metadata/F3/107108445055.json,2026-09-23T08:44:29Z
107108445015,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445015.log,metadata/F3/107108445015.json,2026-09-23T08:44:30Z
107108445138,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108445138.log,metadata/F3/107108445138.json,2026-09-23T08:44:31Z
107108445100,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108445100.log,metadata/F3/107108445100.json,2026-09-23T08:44:27Z
107108445127,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108445127.log,metadata/F3/107108445127.json,2026-09-23T08:44:23Z
107108445018,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445018.log,metadata/F3/107108445018.json,2026-09-23T08:44:18Z
107108444988,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108444988.log,metadata/F3/107108444988.json,2026-09-23T08:44:18Z
107108445091,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108445091.log,metadata/F3/107108445091.json,2026-09-23T08:44:29Z
107108445103,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108445103.log,metadata/F3/107108445103.json,2026-09-23T08:44:19Z
107108444990,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108444990.log,metadata/F3/107108444990.json,2026-09-23T08:44:14Z
107108445028,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108445028.log,metadata/F3/107108445028.json,2026-09-23T08:44:43Z
107108445139,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108445139.log,metadata/F3/107108445139.json,2026-09-23T08:44:38Z
107108445136,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108445136.log,metadata/F3/107108445136.json,2026-09-23T08:44:31Z
107108445147,AssertionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AssertionError,logs/F3/107108445147.log,metadata/F3/107108445147.json,2026-09-23T08:44:20Z
107108445134,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108445134.log,metadata/F3/107108445134.json,2026-09-23T08:44:45Z
107108445187,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108445187.log,metadata/F3/107108445187.json,2026-09-23T08:44:20Z
107108445191,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108445191.log,metadata/F3/107108445191.json,2026-09-23T08:44:15Z
107108445207,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108445207.log,metadata/F3/107108445207.json,2026-09-23T08:44:26Z
107108445201,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445201.log,metadata/F3/107108445201.json,2026-09-23T08:44:36Z
107108445206,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108445206.log,metadata/F3/107108445206.json,2026-09-23T08:44:19Z
107108445172,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108445172.log,metadata/F3/107108445172.json,2026-09-23T08:44:32Z
107108445217,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445217.log,metadata/F3/107108445217.json,2026-09-23T08:44:16Z
107108445184,KeyError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,KeyError,logs/F3/107108445184.log,metadata/F3/107108445184.json,2026-09-23T08:44:29Z
107108445199,AttributeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,AttributeError,logs/F3/107108445199.log,metadata/F3/107108445199.json,2026-09-23T08:44:41Z
107108445222,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108445222.log,metadata/F3/107108445222.json,2026-09-23T08:44:41Z
107108445196,FileNotFoundError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,FileNotFoundError,logs/F3/107108445196.log,metadata/F3/107108445196.json,2026-09-23T08:44:55Z
107108445253,TypeError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,TypeError,logs/F3/107108445253.log,metadata/F3/107108445253.json,2026-09-23T08:44:20Z
107108445263,IndexError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,IndexError,logs/F3/107108445263.log,metadata/F3/107108445263.json,2026-09-23T08:44:19Z
107108445261,ValueError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ValueError,logs/F3/107108445261.log,metadata/F3/107108445261.json,2026-09-23T08:44:22Z
107108445280,ZeroDivisionError,DhruvHegde/log-generation,dfcb6f158e4bd8054252a4da5d0a9edc2ab15d57,f3_test.yml,failure,F3,test,failure,ZeroDivisionError,logs/F3/107108445280.log,metadata/F3/107108445280.json,2026-09-23T08:44:20Z
